,0
5737,12
5738,13
5739,13
5740,13
5741,13
5742,13
5743,13
5744,13
5745,13
5746,6
5747,6
5748,13
5749,13
5750,6
5751,13
5752,13
5753,13
5754,13
5755,13
5756,13
5757,13
5758,13
5759,13
5760,6
5761,13
5762,13
5763,13
5764,13
5765,9
5766,13
5767,13
5768,13
5769,13
5770,13
5771,13
5772,13
5773,6
5774,13
5775,13
5776,7
5777,13
5778,13
5779,13
5780,13
5781,13
5782,13
5783,6
5784,13
5785,13
5786,13
5787,13
5788,13
5789,6
5790,13
5791,13
5792,13
5793,13
5794,13
5795,13
5796,13
5797,13
5798,13
5799,6
5800,13
5801,13
5802,13
5803,9
5804,13
5805,13
5806,13
5807,12
5808,6
5809,13
5810,13
5811,13
5812,13
5813,13
5814,13
5815,13
5816,13
5817,13
5818,13
5819,13
5820,6
5821,13
5822,13
5823,13
5824,13
5825,6
5826,13
5827,13
5828,13
5829,13
5830,13
5831,13
5832,13
5833,13
5834,13
5835,13
5836,9
5837,13
5838,13
5839,13
5840,13
5841,13
5842,9
5843,13
5844,13
5845,9
5846,13
5847,13
5848,13
5849,13
5850,13
5851,13
5852,13
5853,13
5854,13
5855,13
5856,13
5857,13
5858,13
5859,13
5860,13
5861,13
5862,13
5863,13
5864,13
5865,13
5866,13
5867,13
5868,13
5869,13
5870,13
5871,13
5872,13
5873,13
5874,13
5875,13
5876,13
5877,13
5878,13
5879,13
5880,13
5881,13
5882,13
5883,13
5884,13
5885,13
5886,13
5887,13
5888,13
5889,13
5890,13
5891,13
5892,13
5893,13
5894,13
5895,13
5896,13
5897,13
5898,13
5899,13
5900,13
5901,13
5902,13
5903,13
5904,13
5905,13
5906,13
5907,13
5908,12
5909,13
5910,6
5911,13
5912,13
5913,6
5914,6
5915,13
5916,13
5917,13
5918,13
5919,13
5920,13
5921,13
5922,13
5923,13
5924,13
5925,13
5926,13
5927,13
5928,13
5929,13
5930,13
5931,13
5932,13
5933,13
5934,13
5935,13
5936,13
5937,9
5938,13
5939,13
5940,13
5941,13
5942,13
5943,13
5944,13
5945,13
5946,13
5947,13
5948,13
5949,13
5950,13
5951,13
5952,13
5953,13
5954,13
5955,13
5956,13
5957,13
5958,13
5959,13
5960,9
5961,13
5962,13
5963,6
5964,13
5965,13
5966,9
5967,13
5968,9
5969,13
5970,13
5971,13
5972,13
5973,13
5974,13
5975,6
5976,13
5977,13
5978,13
5979,13
5980,13
5981,13
5982,13
5983,13
5984,13
5985,13
5986,13
5987,13
5988,13
5989,13
5990,9
5991,13
5992,13
5993,13
5994,13
5995,13
5996,9
5997,13
5998,9
5999,13
6000,9
6001,13
6002,13
6003,9
6004,9
6005,13
6006,9
6007,13
6008,13
6009,6
6010,13
6011,13
6012,13
6013,13
6014,9
6015,13
6016,9
6017,13
6018,13
6019,13
6020,13
6021,13
6022,13
6023,13
6024,13
6025,13
6026,13
6027,9
6028,13
6029,13
6030,13
6031,13
6032,13
6033,13
6034,13
6035,13
6036,13
6037,13
6038,13
6039,6
6040,13
6041,13
6042,13
6043,13
6044,13
6045,6
6046,13
6047,13
6048,13
6049,13
6050,13
6051,13
6052,13
6053,13
6054,13
6055,6
6056,13
6057,13
6058,13
6059,13
6060,13
6061,13
6062,13
6063,13
6064,13
6065,13
6066,13
6067,13
6068,13
6069,13
6070,13
6071,13
6072,13
6073,13
6074,13
6075,7
6076,13
6077,13
6078,13
6079,13
6080,13
6081,13
6082,13
6083,6
6084,13
6085,13
6086,13
6087,13
6088,13
6089,6
6090,13
6091,13
6092,13
6093,13
6094,13
6095,13
6096,13
6097,13
6098,13
6099,13
6100,13
6101,13
6102,6
6103,13
6104,13
6105,13
6106,13
6107,13
6108,13
6109,13
6110,13
6111,13
6112,13
6113,13
6114,13
6115,13
6116,7
6117,13
6118,13
6119,13
6120,13
6121,13
6122,13
6123,13
6124,13
6125,13
6126,13
6127,13
6128,13
6129,13
6130,13
6131,13
6132,13
6133,13
6134,13
6135,13
6136,13
6137,13
6138,13
6139,13
6140,13
6141,13
6142,13
6143,13
6144,13
6145,13
6146,13
6147,13
6148,13
6149,13
6150,13
6151,13
6152,13
6153,13
6154,13
6155,13
6156,13
6157,13
6158,13
6159,13
6160,13
6161,6
6162,12
6163,13
6164,13
6165,13
6166,13
6167,13
6168,13
6169,13
6170,13
6171,13
6172,13
6173,13
6174,13
6175,13
6176,13
6177,13
6178,13
6179,13
6180,13
6181,13
6182,13
6183,13
6184,13
6185,13
6186,13
6187,13
6188,13
6189,13
6190,13
6191,13
6192,13
6193,13
6194,13
6195,13
6196,13
6197,13
6198,13
6199,13
6200,13
6201,13
6202,0
6203,13
6204,13
6205,13
6206,13
6207,13
6208,13
6209,13
6210,6
6211,13
6212,13
6213,13
6214,13
6215,13
6216,13
6217,6
6218,13
6219,13
6220,13
6221,13
6222,13
6223,6
6224,13
6225,13
6226,6
6227,13
6228,13
6229,13
6230,7
6231,13
6232,13
6233,3
6234,13
6235,13
6236,6
6237,13
6238,13
6239,13
6240,13
6241,13
6242,13
6243,13
6244,6
6245,13
6246,13
6247,13
6248,13
6249,13
6250,13
6251,13
6252,13
6253,13
6254,13
6255,13
6256,13
6257,13
6258,13
6259,13
6260,13
6261,13
6262,13
6263,13
6264,13
6265,13
6266,13
6267,6
6268,13
6269,13
6270,13
6271,13
6272,13
6273,13
6274,13
6275,13
6276,13
6277,13
6278,13
6279,13
6280,13
6281,13
6282,13
6283,13
6284,13
6285,13
6286,13
6287,13
6288,13
6289,13
6290,13
6291,0
6292,13
6293,13
6294,13
6295,13
6296,13
6297,13
6298,13
6299,13
6300,13
6301,13
6302,13
6303,13
6304,13
6305,13
6306,13
6307,13
6308,13
6309,13
6310,13
6311,13
6312,7
6313,13
6314,13
6315,13
6316,6
6317,13
6318,13
6319,13
6320,13
6321,13
6322,13
6323,13
6324,13
6325,6
6326,9
6327,13
6328,13
6329,13
6330,12
6331,13
