,0
2938,13
2939,10
2940,3
2941,3
2942,3
2943,9
2944,3
2945,3
2946,3
2947,10
2948,3
2949,3
2950,9
2951,3
2952,3
2953,9
2954,3
2955,3
2956,10
2957,3
2958,10
2959,10
2960,3
2961,3
2962,10
2963,12
2964,10
2965,3
2966,3
2967,10
2968,12
2969,3
2970,3
2971,3
2972,3
2973,10
2974,3
2975,10
2976,3
2977,3
2978,13
2979,3
2980,10
2981,3
2982,10
2983,3
2984,10
2985,3
2986,3
2987,3
2988,3
2989,3
2990,10
2991,10
2992,3
2993,3
2994,3
2995,10
2996,3
2997,3
2998,3
2999,10
3000,10
3001,3
3002,3
3003,3
3004,5
3005,9
3006,13
3007,3
3008,13
3009,10
3010,3
3011,13
3012,10
3013,10
3014,13
3015,13
3016,1
3017,5
3018,1
3019,13
3020,5
3021,1
3022,13
3023,1
3024,1
3025,5
3026,1
3027,5
3028,1
3029,13
3030,13
3031,1
3032,1
3033,1
3034,1
3035,1
3036,1
3037,10
3038,13
3039,13
3040,1
3041,13
3042,13
3043,13
3044,3
3045,5
3046,3
3047,13
3048,13
3049,1
3050,1
3051,1
3052,1
3053,13
3054,5
3055,5
3056,13
3057,13
3058,5
3059,5
3060,13
3061,10
3062,13
3063,5
3064,13
3065,5
3066,13
3067,13
3068,1
3069,5
3070,9
3071,12
3072,13
3073,1
3074,13
3075,13
3076,13
3077,13
3078,13
3079,13
3080,13
3081,13
3082,1
3083,13
3084,13
3085,13
3086,1
3087,1
3088,10
3089,13
3090,13
3091,1
3092,1
3093,13
3094,13
3095,13
3096,5
3097,5
3098,5
3099,1
3100,5
3101,13
3102,13
3103,1
3104,5
3105,13
3106,1
3107,13
3108,1
3109,1
3110,13
3111,13
3112,13
3113,5
3114,5
3115,13
3116,13
3117,13
3118,5
3119,13
3120,13
3121,13
3122,1
3123,13
3124,13
3125,13
3126,13
3127,13
3128,13
3129,1
3130,5
3131,5
3132,1
3133,13
3134,13
3135,1
3136,5
3137,1
3138,13
3139,5
3140,5
3141,5
3142,1
3143,3
3144,1
3145,13
3146,13
3147,1
3148,1
3149,1
3150,5
3151,1
3152,1
3153,5
3154,13
3155,13
3156,13
3157,1
3158,13
3159,1
3160,13
3161,13
3162,13
3163,5
3164,5
3165,5
3166,13
3167,13
3168,1
3169,13
3170,1
3171,13
3172,1
3173,13
3174,13
3175,13
3176,13
3177,5
3178,13
3179,13
3180,13
3181,1
3182,13
3183,1
3184,13
3185,13
3186,13
3187,1
3188,13
3189,1
3190,13
3191,13
3192,1
3193,13
3194,13
3195,13
3196,13
3197,13
3198,5
3199,10
3200,13
3201,13
3202,10
3203,1
3204,1
3205,13
3206,1
3207,10
3208,13
3209,13
3210,13
3211,1
3212,5
3213,13
3214,10
3215,1
3216,5
3217,1
3218,13
3219,13
3220,1
3221,1
3222,13
3223,13
3224,1
3225,5
3226,1
3227,13
3228,13
3229,1
3230,13
3231,5
3232,1
3233,13
3234,13
3235,5
3236,1
3237,13
3238,5
3239,13
3240,1
3241,13
3242,5
3243,13
3244,13
3245,13
3246,5
3247,5
3248,13
3249,5
3250,1
3251,13
3252,1
3253,13
3254,1
3255,5
3256,3
3257,13
3258,13
3259,1
3260,13
3261,10
3262,1
3263,1
3264,1
3265,1
3266,13
3267,1
3268,5
3269,1
3270,1
3271,13
3272,10
3273,1
3274,13
3275,5
3276,13
3277,13
3278,13
3279,5
3280,1
3281,5
3282,13
3283,13
3284,13
3285,5
3286,13
3287,12
3288,1
3289,5
3290,13
3291,13
3292,1
3293,1
3294,13
3295,13
3296,13
3297,13
3298,13
3299,13
3300,10
3301,5
3302,1
3303,1
3304,13
3305,13
3306,6
3307,5
3308,13
3309,13
3310,13
3311,13
3312,1
3313,13
3314,13
3315,1
3316,5
3317,5
3318,13
3319,13
3320,5
3321,1
3322,1
3323,13
3324,13
3325,1
3326,13
3327,10
3328,13
3329,13
3330,5
3331,1
3332,5
3333,5
3334,13
3335,1
3336,5
3337,13
3338,13
3339,13
3340,13
3341,1
3342,13
3343,10
3344,13
3345,1
3346,1
3347,1
3348,5
3349,13
3350,13
3351,1
3352,1
3353,5
3354,1
3355,1
3356,1
3357,1
3358,1
3359,13
3360,1
3361,13
3362,1
3363,13
3364,1
3365,13
3366,13
3367,5
3368,1
3369,13
3370,13
3371,1
3372,13
3373,1
3374,1
3375,13
3376,13
3377,3
3378,13
3379,13
3380,13
3381,1
3382,13
3383,1
3384,13
3385,1
3386,1
3387,1
3388,1
3389,1
3390,1
3391,1
3392,13
3393,1
3394,1
3395,13
3396,1
3397,1
3398,1
3399,5
3400,1
3401,1
3402,13
3403,1
3404,5
3405,1
3406,13
3407,1
3408,1
3409,13
3410,1
3411,13
3412,1
3413,5
3414,5
3415,1
3416,5
3417,1
3418,3
3419,13
3420,1
3421,1
3422,13
3423,13
3424,1
3425,1
3426,5
3427,10
3428,1
3429,13
3430,1
3431,5
3432,13
3433,13
3434,1
3435,13
3436,1
3437,13
3438,13
3439,1
3440,1
3441,1
3442,1
3443,13
3444,13
3445,13
3446,1
3447,3
3448,3
3449,1
3450,5
3451,9
3452,12
3453,1
3454,5
3455,13
3456,1
3457,1
3458,10
3459,1
3460,5
3461,1
3462,13
3463,5
3464,13
3465,1
3466,1
3467,13
3468,13
3469,13
3470,13
3471,13
3472,1
3473,1
3474,13
3475,13
3476,13
3477,13
3478,1
3479,1
3480,13
3481,6
3482,5
3483,5
3484,5
3485,1
3486,13
3487,1
3488,5
3489,13
3490,5
3491,13
3492,5
3493,1
3494,13
3495,5
3496,13
3497,5
3498,13
3499,1
3500,5
3501,13
3502,5
3503,13
3504,13
3505,1
3506,1
3507,13
3508,13
3509,1
3510,13
3511,5
3512,1
3513,13
3514,13
3515,1
3516,1
3517,9
3518,5
3519,5
3520,5
3521,5
3522,1
3523,5
3524,5
3525,1
3526,10
3527,5
3528,1
3529,5
3530,1
3531,1
3532,1
3533,1
3534,13
3535,13
3536,1
3537,13
3538,1
3539,5
3540,1
3541,13
3542,5
3543,1
3544,1
3545,1
3546,1
3547,13
3548,5
3549,1
3550,1
3551,1
3552,1
3553,5
3554,1
3555,1
3556,1
3557,5
3558,13
3559,1
3560,1
3561,1
3562,1
3563,1
3564,1
3565,5
3566,1
3567,5
3568,1
3569,5
3570,5
3571,5
3572,1
3573,1
3574,1
3575,13
3576,13
3577,1
3578,1
3579,1
3580,5
3581,1
3582,5
3583,13
3584,13
3585,13
3586,5
3587,13
3588,1
3589,13
3590,1
3591,1
3592,5
3593,1
3594,1
3595,13
3596,1
3597,1
3598,13
3599,13
3600,13
3601,5
3602,5
3603,5
3604,5
3605,1
3606,1
3607,13
3608,1
3609,13
3610,1
3611,1
3612,1
3613,1
3614,1
3615,13
3616,5
3617,1
3618,5
3619,1
3620,13
3621,13
3622,5
3623,5
3624,1
3625,13
3626,5
3627,13
3628,13
3629,13
3630,13
3631,13
3632,1
3633,1
3634,1
3635,5
3636,5
3637,1
3638,3
3639,13
3640,13
3641,5
3642,1
3643,1
3644,13
3645,5
3646,5
3647,5
3648,13
3649,5
3650,13
3651,13
3652,13
3653,13
3654,5
3655,13
3656,5
3657,13
3658,13
3659,5
3660,5
3661,5
3662,13
3663,5
3664,13
3665,13
3666,13
3667,13
3668,13
3669,5
3670,13
3671,13
3672,5
3673,5
3674,13
3675,13
3676,13
3677,5
3678,13
3679,13
3680,5
3681,13
3682,5
3683,13
3684,13
3685,5
3686,5
3687,13
3688,5
3689,5
3690,13
3691,5
3692,13
3693,13
3694,5
3695,5
3696,13
3697,1
3698,13
3699,13
3700,13
3701,5
3702,13
3703,5
3704,5
3705,5
3706,5
3707,12
3708,5
3709,13
3710,13
3711,13
3712,13
3713,13
3714,13
3715,13
3716,13
3717,13
3718,13
3719,13
3720,13
3721,13
3722,13
3723,13
3724,13
3725,13
3726,13
3727,13
3728,13
3729,13
3730,13
3731,13
3732,13
3733,13
3734,13
3735,13
3736,13
3737,13
3738,13
3739,13
3740,13
3741,5
3742,13
3743,13
3744,13
3745,13
3746,5
3747,13
3748,5
3749,13
3750,13
3751,13
3752,13
3753,13
3754,13
3755,13
3756,13
3757,5
3758,13
3759,9
3760,13
3761,13
3762,5
3763,13
3764,13
3765,13
3766,13
3767,13
3768,13
3769,13
3770,5
3771,13
3772,5
3773,5
3774,13
3775,13
3776,13
3777,13
3778,13
3779,13
3780,1
3781,13
3782,13
3783,13
3784,13
3785,13
3786,13
3787,5
3788,13
3789,13
3790,5
3791,13
3792,13
3793,5
3794,13
3795,5
3796,13
3797,13
3798,5
3799,5
3800,13
3801,13
3802,13
3803,13
3804,13
3805,13
3806,13
3807,13
3808,13
3809,13
3810,13
3811,13
3812,5
3813,13
3814,13
3815,13
3816,13
3817,13
3818,5
3819,13
3820,5
3821,13
3822,13
3823,13
3824,13
3825,5
3826,5
3827,13
3828,13
3829,13
3830,13
3831,5
3832,13
3833,13
3834,5
3835,5
3836,13
3837,13
3838,13
3839,13
3840,5
3841,5
3842,5
3843,13
3844,13
3845,13
3846,13
3847,5
3848,5
3849,5
3850,5
3851,5
3852,5
3853,13
3854,5
3855,5
3856,5
3857,5
3858,5
3859,13
3860,5
3861,5
3862,13
3863,5
3864,13
3865,5
3866,5
3867,5
3868,13
3869,5
3870,5
3871,5
3872,5
3873,13
3874,13
3875,5
3876,5
3877,13
3878,13
3879,5
3880,5
3881,1
3882,13
3883,5
3884,5
3885,13
3886,5
3887,13
3888,1
3889,13
3890,5
3891,13
3892,5
3893,13
3894,5
3895,13
3896,5
3897,13
3898,5
3899,13
3900,1
3901,5
3902,13
3903,5
3904,5
3905,13
3906,1
3907,5
3908,13
3909,5
3910,5
3911,5
3912,5
3913,5
3914,5
3915,5
3916,5
3917,0
3918,0
3919,0
3920,0
3921,0
3922,0
3923,0
3924,13
3925,0
3926,0
3927,13
3928,0
3929,0
3930,0
3931,0
3932,0
3933,0
3934,0
3935,0
3936,0
3937,0
3938,0
3939,0
3940,0
3941,0
3942,0
3943,0
3944,0
3945,6
3946,0
3947,3
3948,9
3949,0
3950,0
3951,9
3952,9
3953,0
3954,0
3955,0
3956,0
3957,0
3958,12
3959,0
3960,0
3961,0
3962,0
3963,0
3964,0
3965,0
3966,0
3967,0
3968,0
3969,0
3970,0
3971,0
3972,0
3973,0
3974,9
3975,0
3976,0
3977,0
3978,0
3979,0
3980,0
3981,0
3982,0
3983,13
3984,12
3985,0
3986,0
3987,0
3988,0
3989,0
3990,0
3991,0
3992,0
3993,0
3994,0
3995,13
3996,0
3997,13
3998,13
3999,13
4000,0
4001,0
4002,0
4003,0
4004,0
4005,0
4006,0
4007,0
4008,0
4009,0
4010,0
4011,0
4012,0
4013,0
4014,0
4015,13
4016,0
4017,0
4018,13
4019,0
4020,0
4021,13
4022,13
4023,13
4024,13
4025,13
4026,13
4027,13
4028,5
4029,13
4030,5
4031,5
4032,13
4033,13
4034,13
4035,5
4036,13
4037,5
4038,5
4039,5
4040,13
4041,13
4042,5
4043,13
4044,5
4045,13
4046,5
4047,5
4048,13
4049,5
4050,13
4051,5
4052,13
4053,5
4054,5
4055,13
4056,5
4057,5
4058,5
4059,5
4060,13
4061,5
4062,5
4063,5
4064,5
4065,5
4066,5
4067,5
4068,5
4069,5
4070,5
4071,5
4072,13
4073,5
4074,5
4075,5
4076,5
4077,5
4078,5
4079,5
4080,5
4081,5
4082,5
4083,5
4084,5
4085,5
4086,5
4087,6
4088,5
4089,13
4090,5
4091,13
4092,13
4093,5
4094,5
4095,13
4096,13
4097,13
4098,5
4099,13
4100,13
4101,13
4102,13
4103,13
4104,13
4105,13
4106,13
4107,5
4108,13
4109,13
4110,13
4111,5
4112,13
4113,13
4114,5
4115,13
4116,5
4117,13
4118,5
4119,5
4120,13
4121,13
4122,13
4123,5
4124,13
4125,5
4126,13
4127,5
4128,13
4129,13
4130,13
4131,13
4132,13
4133,13
4134,13
4135,13
4136,13
4137,13
4138,13
4139,5
4140,5
4141,13
4142,5
4143,13
4144,5
4145,13
4146,13
4147,5
4148,13
4149,13
4150,13
4151,13
4152,13
4153,13
4154,13
4155,13
4156,13
4157,12
4158,13
4159,13
4160,13
4161,13
4162,13
4163,13
4164,13
4165,13
4166,13
4167,13
4168,5
4169,13
4170,5
4171,13
4172,13
4173,13
4174,13
4175,13
4176,13
4177,13
4178,5
4179,5
4180,6
4181,5
4182,13
4183,5
4184,13
4185,13
4186,13
4187,13
4188,13
4189,5
4190,13
4191,13
4192,13
4193,5
4194,5
4195,13
4196,13
4197,5
4198,5
4199,13
4200,13
4201,13
4202,13
4203,13
4204,13
4205,13
4206,5
4207,13
4208,5
4209,5
4210,5
4211,13
4212,5
4213,13
4214,13
4215,5
4216,13
4217,13
4218,13
4219,5
4220,5
4221,13
4222,13
4223,13
4224,13
4225,13
4226,13
4227,5
4228,5
4229,5
4230,13
4231,5
4232,5
4233,13
4234,13
4235,13
4236,13
4237,13
4238,13
4239,13
4240,6
4241,13
4242,13
4243,13
4244,5
4245,5
4246,13
4247,13
4248,5
4249,5
4250,5
4251,13
4252,13
4253,13
4254,5
4255,5
4256,1
4257,13
4258,5
4259,13
4260,13
4261,5
4262,5
4263,13
4264,13
4265,5
4266,5
4267,13
4268,6
4269,5
4270,5
4271,13
4272,13
4273,13
4274,13
4275,5
4276,13
4277,13
4278,13
4279,13
4280,5
4281,13
4282,13
4283,13
4284,13
4285,5
4286,13
4287,13
4288,13
4289,13
4290,13
4291,13
4292,13
4293,13
4294,13
4295,5
4296,13
4297,5
4298,13
4299,13
4300,13
4301,5
4302,13
4303,13
4304,5
4305,5
4306,5
4307,13
4308,13
4309,13
4310,13
4311,13
4312,13
4313,13
4314,13
4315,13
4316,13
4317,13
4318,5
4319,13
4320,13
4321,13
4322,13
4323,5
4324,5
4325,5
4326,13
4327,5
4328,13
4329,13
4330,5
4331,13
4332,13
4333,13
4334,5
4335,13
4336,5
4337,5
4338,13
4339,5
4340,5
4341,13
4342,13
4343,13
4344,5
4345,13
4346,13
4347,13
4348,13
4349,13
4350,13
4351,5
4352,5
4353,5
4354,5
4355,13
4356,13
4357,13
4358,13
4359,13
4360,13
4361,5
4362,5
4363,13
4364,13
4365,13
4366,13
4367,13
4368,13
4369,5
4370,13
4371,5
4372,13
4373,5
4374,5
4375,13
4376,5
4377,5
4378,13
4379,13
4380,13
4381,5
4382,13
4383,5
4384,5
4385,13
4386,5
4387,13
4388,5
4389,13
4390,13
4391,5
4392,13
4393,13
4394,13
4395,13
4396,5
4397,13
4398,13
4399,13
4400,5
4401,5
4402,13
4403,13
4404,13
4405,13
4406,5
4407,13
4408,13
4409,5
4410,5
4411,13
4412,5
4413,5
4414,13
4415,5
4416,5
4417,13
4418,13
4419,13
4420,13
4421,13
4422,5
4423,13
4424,5
4425,13
4426,5
4427,13
4428,13
4429,13
4430,13
4431,13
4432,13
4433,5
4434,5
4435,13
4436,13
4437,5
4438,13
4439,13
4440,5
4441,5
4442,5
4443,13
4444,10
4445,13
4446,13
4447,13
4448,5
4449,5
4450,13
4451,5
4452,5
4453,13
4454,13
4455,5
4456,13
4457,5
4458,5
4459,13
4460,13
4461,5
4462,5
4463,13
4464,5
4465,5
4466,5
4467,13
4468,5
4469,5
4470,5
4471,13
4472,5
4473,13
4474,13
4475,13
4476,13
4477,5
4478,5
4479,5
4480,13
4481,5
4482,5
4483,13
4484,5
4485,13
4486,13
4487,5
4488,13
4489,5
4490,13
4491,5
4492,13
4493,13
4494,13
4495,13
4496,13
4497,13
4498,6
4499,13
4500,6
4501,13
4502,13
4503,6
4504,13
4505,13
4506,13
4507,6
4508,13
4509,13
4510,13
4511,13
4512,13
4513,13
4514,6
4515,6
4516,13
4517,13
4518,13
4519,13
4520,12
4521,13
4522,6
4523,6
4524,13
4525,13
4526,13
4527,13
4528,13
4529,13
4530,13
4531,13
4532,13
4533,13
4534,6
4535,12
4536,13
4537,13
4538,12
4539,13
4540,13
4541,13
4542,13
4543,13
4544,13
4545,6
4546,13
4547,13
4548,13
4549,13
4550,9
4551,13
4552,6
4553,6
4554,6
4555,13
4556,6
4557,12
4558,13
4559,6
4560,13
4561,12
4562,13
4563,9
4564,12
4565,13
4566,13
4567,6
4568,13
4569,9
4570,12
4571,13
4572,13
4573,13
4574,13
4575,13
4576,12
4577,13
4578,13
4579,13
4580,6
4581,13
4582,13
4583,13
4584,13
4585,12
4586,13
4587,6
4588,13
4589,6
4590,13
4591,13
4592,9
4593,13
4594,13
4595,6
4596,9
4597,13
4598,13
4599,6
4600,13
4601,9
4602,13
4603,13
4604,13
4605,13
4606,12
4607,13
4608,12
4609,13
4610,9
4611,9
4612,12
4613,13
4614,13
4615,13
4616,13
4617,13
4618,13
4619,12
4620,6
4621,13
4622,13
4623,13
4624,13
4625,13
4626,13
4627,12
4628,13
4629,13
4630,13
4631,6
4632,12
4633,13
4634,13
4635,13
4636,6
4637,13
4638,13
4639,9
4640,13
4641,12
4642,13
4643,6
4644,12
4645,13
4646,13
4647,13
4648,13
4649,13
4650,13
4651,13
4652,6
4653,13
4654,13
4655,9
4656,9
4657,13
4658,13
4659,13
4660,13
4661,6
4662,13
4663,13
4664,13
4665,13
4666,13
4667,13
4668,12
4669,13
4670,13
4671,13
4672,13
4673,13
4674,13
4675,13
4676,13
4677,6
4678,13
4679,13
4680,13
4681,6
4682,13
4683,13
4684,13
4685,13
4686,13
4687,13
4688,13
4689,13
4690,13
4691,13
4692,13
4693,13
4694,13
4695,13
4696,6
4697,6
4698,13
4699,13
4700,6
4701,13
4702,13
4703,13
4704,12
4705,13
4706,6
4707,13
4708,13
4709,13
4710,13
4711,13
4712,6
4713,6
4714,13
4715,13
4716,6
4717,13
4718,13
4719,13
4720,13
4721,13
4722,13
4723,13
4724,13
4725,13
4726,13
4727,13
4728,6
4729,13
4730,13
4731,6
4732,13
4733,13
4734,13
4735,13
4736,13
4737,13
4738,13
4739,6
4740,6
4741,13
4742,13
4743,13
4744,13
4745,13
4746,13
4747,13
4748,13
4749,13
4750,13
4751,13
4752,13
4753,13
4754,13
4755,13
4756,13
4757,13
4758,13
4759,13
4760,6
4761,13
4762,13
4763,6
4764,13
4765,13
4766,13
4767,6
4768,13
4769,13
4770,13
4771,13
4772,13
4773,13
4774,13
4775,13
4776,13
4777,13
4778,13
4779,6
4780,13
4781,13
4782,13
4783,13
4784,13
4785,13
4786,13
4787,13
4788,13
4789,13
4790,6
4791,13
4792,13
4793,12
4794,13
4795,13
4796,6
4797,13
4798,13
4799,13
4800,13
4801,9
4802,13
4803,13
4804,6
4805,13
4806,13
4807,13
4808,13
4809,13
4810,13
4811,13
4812,13
4813,13
4814,13
4815,13
4816,13
4817,13
4818,13
4819,13
4820,13
4821,13
4822,6
4823,13
4824,13
4825,13
4826,13
4827,13
4828,13
4829,13
4830,13
4831,13
4832,13
4833,13
4834,13
4835,13
4836,13
4837,13
4838,13
4839,13
4840,13
4841,6
4842,13
4843,13
4844,13
4845,13
4846,13
4847,13
4848,13
4849,13
4850,13
4851,13
4852,13
4853,6
4854,13
4855,13
4856,13
4857,13
4858,13
4859,13
4860,13
4861,6
4862,13
4863,13
4864,13
4865,13
4866,13
4867,13
4868,13
4869,13
4870,13
4871,13
4872,6
4873,13
4874,9
4875,6
4876,13
4877,13
4878,13
4879,13
4880,13
4881,13
4882,13
4883,13
4884,13
4885,13
4886,13
4887,13
4888,6
4889,13
4890,13
4891,6
4892,13
4893,13
4894,13
4895,13
4896,13
4897,13
4898,13
4899,13
4900,13
4901,13
4902,13
4903,13
4904,13
4905,13
4906,13
4907,13
4908,13
4909,13
4910,13
4911,13
4912,13
4913,13
4914,6
4915,13
4916,13
4917,13
4918,13
4919,13
4920,13
4921,13
4922,13
4923,13
4924,13
4925,13
4926,13
4927,13
4928,13
4929,13
4930,13
4931,13
4932,13
4933,13
4934,13
4935,13
4936,13
4937,13
4938,13
4939,13
4940,13
4941,13
4942,13
4943,13
4944,13
4945,13
4946,13
4947,13
4948,13
4949,13
4950,13
4951,13
4952,13
4953,13
4954,13
4955,13
4956,6
4957,13
4958,13
4959,13
4960,13
4961,13
4962,13
4963,13
4964,13
4965,13
4966,13
4967,13
4968,13
4969,13
4970,13
4971,13
4972,13
4973,13
4974,13
4975,13
4976,13
4977,13
4978,13
4979,13
4980,13
4981,6
4982,13
4983,13
4984,13
4985,13
4986,13
4987,13
4988,13
4989,13
4990,13
4991,13
4992,13
4993,13
4994,13
4995,13
4996,13
4997,13
4998,13
4999,13
5000,13
5001,13
5002,13
5003,13
5004,13
5005,13
5006,13
5007,13
5008,13
5009,13
5010,6
5011,13
5012,13
5013,13
5014,13
5015,13
5016,13
5017,13
5018,13
5019,13
5020,13
5021,13
5022,13
5023,13
5024,13
5025,13
5026,13
5027,13
5028,13
5029,13
5030,13
5031,13
5032,9
5033,13
5034,13
5035,13
5036,13
5037,9
5038,13
5039,13
5040,13
5041,13
5042,6
5043,6
5044,13
5045,12
5046,13
5047,13
5048,13
5049,6
5050,6
5051,13
5052,9
5053,12
5054,13
5055,13
5056,13
5057,13
5058,9
5059,9
5060,13
5061,13
5062,13
5063,13
5064,13
5065,13
5066,13
5067,13
5068,13
5069,13
5070,13
5071,13
5072,13
5073,13
5074,13
5075,13
5076,9
5077,13
5078,13
5079,13
5080,13
5081,6
5082,13
5083,13
5084,13
5085,13
5086,13
5087,13
5088,13
5089,13
5090,13
5091,13
5092,13
5093,13
5094,13
5095,6
5096,13
5097,13
5098,13
5099,6
5100,13
5101,13
5102,13
5103,13
5104,6
5105,12
5106,7
5107,6
5108,13
5109,13
5110,13
5111,13
5112,13
5113,13
5114,13
5115,13
5116,6
5117,13
5118,6
5119,13
5120,12
5121,12
5122,13
5123,13
5124,6
5125,6
5126,13
5127,13
5128,12
5129,13
5130,6
5131,13
5132,13
5133,9
5134,12
5135,13
5136,13
5137,12
5138,13
5139,13
5140,13
5141,13
5142,6
5143,0
5144,13
5145,12
5146,12
5147,13
5148,12
5149,13
5150,6
5151,6
5152,12
5153,6
5154,13
5155,6
5156,13
5157,13
5158,0
5159,13
5160,13
5161,9
5162,13
5163,13
5164,13
5165,13
5166,13
5167,13
5168,13
5169,13
5170,12
5171,12
5172,12
5173,12
5174,6
5175,13
5176,13
5177,13
5178,9
5179,12
5180,13
5181,6
5182,13
5183,13
5184,13
5185,12
5186,13
5187,9
5188,13
5189,6
5190,6
5191,13
5192,0
5193,6
5194,12
5195,13
5196,13
5197,13
5198,6
5199,6
5200,13
5201,12
5202,13
5203,13
5204,13
5205,13
5206,12
5207,13
5208,13
5209,13
5210,6
5211,13
5212,6
5213,13
5214,13
5215,13
5216,13
5217,13
5218,12
5219,13
5220,6
5221,9
5222,13
5223,13
5224,13
5225,12
5226,13
5227,12
5228,6
5229,12
5230,13
5231,6
5232,6
5233,12
5234,6
5235,6
5236,13
5237,13
5238,9
5239,6
5240,12
5241,6
5242,13
5243,12
5244,6
5245,12
5246,13
5247,13
5248,12
5249,13
5250,6
5251,12
5252,13
5253,13
5254,13
5255,13
5256,13
5257,13
5258,13
5259,13
5260,13
5261,13
5262,13
5263,13
5264,6
5265,12
5266,13
5267,13
5268,12
5269,13
5270,13
5271,13
5272,13
5273,13
5274,13
5275,13
5276,12
5277,13
5278,12
5279,13
5280,13
5281,13
5282,12
5283,13
5284,12
5285,13
5286,13
5287,13
5288,13
5289,13
5290,13
5291,6
5292,6
5293,12
5294,13
5295,13
5296,13
5297,6
5298,12
5299,13
5300,13
5301,13
5302,13
5303,13
5304,13
5305,13
5306,13
5307,12
5308,0
5309,13
5310,13
5311,12
5312,9
5313,13
5314,13
5315,13
5316,9
5317,13
5318,13
5319,6
5320,9
5321,6
5322,13
5323,13
5324,13
5325,12
5326,6
5327,6
5328,13
5329,9
5330,13
5331,13
5332,13
5333,6
5334,13
5335,12
5336,13
5337,13
5338,13
5339,9
5340,12
5341,6
5342,13
5343,13
5344,13
5345,12
5346,12
5347,13
5348,13
5349,13
5350,13
5351,13
5352,13
5353,13
5354,9
5355,13
5356,13
5357,13
5358,13
5359,13
5360,6
5361,6
5362,9
5363,9
5364,9
5365,9
5366,7
5367,9
5368,6
5369,13
5370,13
5371,13
5372,12
5373,13
5374,13
5375,13
5376,13
5377,13
5378,13
5379,13
5380,13
5381,13
5382,13
5383,13
5384,13
5385,13
5386,7
5387,13
5388,13
5389,13
5390,13
5391,13
5392,13
5393,13
5394,13
5395,13
5396,13
5397,13
5398,13
5399,13
5400,13
5401,13
5402,6
5403,13
5404,13
5405,13
5406,13
5407,13
5408,6
5409,13
5410,13
5411,13
5412,13
5413,13
5414,13
5415,13
5416,13
5417,13
5418,13
5419,13
5420,13
5421,13
5422,13
5423,13
5424,13
5425,13
5426,6
5427,13
5428,6
5429,13
5430,13
5431,13
5432,13
5433,9
5434,13
5435,13
5436,12
5437,13
5438,13
5439,13
5440,13
5441,13
5442,13
5443,13
5444,13
5445,13
5446,13
5447,13
5448,13
5449,13
5450,13
5451,13
5452,13
5453,13
5454,13
5455,13
5456,13
5457,13
5458,13
5459,13
5460,13
5461,13
5462,13
5463,13
5464,13
5465,13
5466,13
5467,13
5468,13
5469,13
5470,13
5471,6
5472,13
5473,13
5474,13
5475,13
5476,13
5477,13
5478,13
5479,13
5480,13
5481,13
5482,13
5483,13
5484,6
5485,13
5486,13
5487,13
5488,6
5489,13
5490,13
5491,13
5492,13
5493,13
5494,13
5495,13
5496,13
5497,13
5498,13
5499,13
5500,6
5501,6
5502,13
5503,13
5504,13
5505,13
5506,13
5507,13
5508,13
5509,13
5510,13
5511,13
5512,13
5513,13
5514,13
5515,13
5516,13
5517,6
5518,13
5519,13
5520,13
5521,13
5522,13
5523,13
5524,13
5525,13
5526,13
5527,13
5528,13
5529,13
5530,13
5531,13
5532,13
5533,13
5534,13
5535,13
5536,13
5537,13
5538,13
5539,13
5540,13
5541,13
5542,13
5543,13
5544,13
5545,13
5546,13
5547,13
5548,13
5549,13
5550,6
5551,13
5552,13
5553,13
5554,13
5555,13
5556,13
5557,13
5558,13
5559,13
5560,13
5561,6
5562,13
5563,13
5564,13
5565,13
5566,13
5567,13
5568,13
5569,13
5570,13
5571,13
5572,13
5573,13
5574,13
5575,13
5576,13
5577,13
5578,13
5579,13
5580,13
5581,13
5582,13
5583,13
5584,6
5585,13
5586,13
5587,6
5588,6
5589,13
5590,13
5591,13
5592,13
5593,13
5594,13
5595,13
5596,13
5597,13
5598,13
5599,6
5600,13
5601,13
5602,13
5603,13
5604,13
5605,13
5606,13
5607,13
5608,13
5609,13
5610,13
5611,6
5612,13
5613,13
5614,13
5615,13
5616,13
5617,13
5618,13
5619,13
5620,13
5621,13
5622,13
5623,13
5624,13
5625,13
5626,13
5627,13
5628,13
5629,13
5630,13
5631,13
5632,13
5633,13
5634,13
5635,13
5636,13
5637,6
5638,6
5639,13
5640,13
5641,13
5642,13
5643,6
5644,13
5645,13
5646,13
5647,13
5648,13
5649,13
5650,13
5651,13
5652,13
5653,13
5654,6
5655,13
5656,13
5657,13
5658,13
5659,13
5660,13
5661,13
5662,13
5663,13
5664,13
5665,13
5666,6
5667,13
5668,13
5669,13
5670,13
5671,7
5672,13
5673,13
5674,6
5675,13
5676,13
5677,13
5678,13
5679,13
5680,13
5681,13
5682,13
5683,13
5684,13
5685,13
5686,13
5687,13
5688,13
5689,13
5690,13
5691,13
5692,13
5693,13
5694,13
5695,13
5696,13
5697,13
5698,13
5699,13
5700,13
5701,13
5702,13
5703,13
5704,13
5705,13
5706,13
5707,13
5708,13
5709,13
5710,13
5711,13
5712,13
5713,13
5714,13
5715,13
5716,13
5717,13
5718,6
5719,13
5720,13
5721,13
5722,13
5723,13
5724,13
5725,6
5726,13
5727,13
5728,13
5729,13
5730,13
5731,13
5732,13
5733,13
5734,13
5735,13
5736,13
